"variant","driver_id","ride_pre","ride"
"test","751d869a-6173-4125-813a-130184ac3256",153,134
"test","cb2f8558-756a-47a9-af24-f4b2f5078739",96,85
"test","e2062580-5c1f-4108-ac69-59aaf88f6682",102,91
"test","02869408-f28e-4043-9467-c135fe121540",130,156
"control","1edde703-95ad-4c26-927e-928890d31590",146,127
"control","2657efc6-07d0-47d9-a530-29a60754b588",139,137
"test","989c1689-315b-4acf-90ed-945931d17c23",107,126
"control","d84cf2b9-da6b-4871-b4f6-3445f6919822",NA,114
"control","bca54319-bb30-4faa-9e13-d4b59373b179",140,139
"control","f68a9fa8-bcf4-4117-82bb-f385be0b4147",71,80
"test","07dcad02-867a-4a25-8540-176a1bb0f891",90,91
"control","96350a8b-f13f-4eeb-8ac3-a5d790c63159",119,98
"test","08e2c952-252a-41a8-8485-1b026d5df7a4",57,63
"test","6cd67521-dc7a-460f-a88c-b678180682d6",132,151
"control","4c5c018a-f7f4-4975-8b8e-0b6841c25c61",56,59
"test","a1d7066b-6de5-4d62-880b-19ff97566c9d",152,148
"control","1d107550-7a70-42e6-8811-e0584dc3abfb",98,112
"test","bcb590ed-db6a-4bf4-aab0-d2b08a96f2eb",102,93
"test","36fb1b86-1d03-4005-9430-1c496083e024",84,61
"test","8f72299c-f763-44c2-9f1c-e8f59fcd1b8d",149,144
"control","92126496-02fe-4e4e-b3a0-671fe5581761",116,91
"control","b2dfe640-8d9b-4602-8c02-c91b92f16ad3",109,95
"test","7ab82611-0daa-483e-b621-43940975411b",121,117
"test","7663c8c4-9d76-47a7-a8a4-eaa6edb6e229",49,53
"test","c8b430c5-cfe0-477d-9a9b-0c1f6ac15867",92,111
"test","2d2846b0-2bfa-41de-980f-3579de086cc9",70,68
"control","aaf56554-642a-40bf-a8be-611edb065b01",81,73
"control","cf15a3b5-8e27-4b3c-82fd-88fa3e8f3729",57,73
"test","37977129-f739-4e6d-b7b2-2ae618a081bf",145,140
"control","af7d5585-38df-4101-9691-422482dea425",66,84
"control","076cb66d-9ecb-4adc-881b-60d75bfc0ab0",95,95
"test","3eb3dde6-50a8-4016-aa24-aaa829d9ea35",102,119
"test","48e4cb0a-fb91-4ade-8bb1-0d32b676def7",66,60
"test","c53f56ae-e827-4c9d-ae56-3713f88c93e4",67,80
"test","de39613b-3ec6-4523-9680-25039373b3ca",44,52
"test","1eeca080-14bc-4bd2-b067-eab499586fd9",78,74
"test","a7774237-66f6-4bb7-a7b6-188facd1fc69",119,111
"control","d42e12a4-7274-466d-9034-06d1367f514b",89,67
"control","f3bbc9f0-4361-454b-8f49-cc2c7d534efe",121,119
"control","c862a18b-45cd-48cf-81a2-b4b4356f14c9",94,103
"control","f21b10e0-a298-4aa2-aff1-a3c20ad314b7",125,116
"test","0876a263-42e5-40c3-b49b-35ad1e2fac81",129,123
"control","306b4bd9-5079-402b-a500-aecbf3097e26",35,52
"test","9b8110c8-92a4-4c6d-b971-62a6ab1235a5",72,55
"test","82ad7431-51fb-4fde-9e8c-19b1b326e892",137,121
"test","2cd72f78-5ac0-40ba-9f16-90d54184edd9",72,52
"test","5d33cafc-605f-4f2b-a12f-d3cb8099b6c6",127,139
"control","a654cef1-1b61-4976-944a-0f13440084e0",133,136
"control","07374ffa-78fe-4d2e-9820-130b896e0455",52,52
"control","4469db29-ecad-4ad5-a5a7-72da39023e1d",79,86
"test","8f08e91c-0907-491d-a792-abb579b6cc27",115,114
"test","5360c7f5-d000-41a5-8f34-0b8443e72947",96,108
"test","82d8c49b-2af5-4628-acb6-88c38cd0e43b",134,137
"control","84abd941-8686-41b8-ba2c-6129c811fc19",103,109
"test","a6e52b8e-652f-429d-9906-e0dbe586cc9e",144,147
"test","0b971b0a-53c7-434c-ac10-63a1d4d12c95",63,63
"control","205e33db-453d-460e-b4bc-d5f8f8f2ced0",109,89
"test","d9a69704-aa8f-4401-8b85-215a982fb963",60,69
"test","fb2d866b-f5b0-4108-88cf-81737167addd",131,143
"test","5f7adac7-e863-4d76-b067-8364356eb32c",86,89
"control","9d69d7b0-17f5-4a0b-aeb2-f837af6cc154",88,74
"test","d7f0ea4e-8777-43fe-ac1f-d8f01db94589",137,141
"control","e8be9084-066c-4606-80a4-e1e584085411",73,67
"control","12f8c97e-14a0-4093-bc28-0d069f07b0b9",66,64
"test","aa4c700f-b7af-4c42-a6f1-24377490363e",149,152
"test","53b31c0b-a9ec-4fae-a3a9-0b5720b1cee3",118,114
"control","1342f372-26be-4b70-8329-8f7e4e59d2f2",109,106
"test","449c9f7b-33e6-401b-876c-b15225e685b2",145,141
"test","f8bea004-66b5-4c20-b197-800d7f743cde",124,130
"control","c22c1b71-3f6a-4d4e-b04a-aee1de951e92",70,86
"control","a8f1a988-d64a-49f0-a48b-837b89e3e521",93,87
"test","5e96fedb-b80c-4458-bebc-34a487165a33",83,89
"test","d24d7f0e-a171-4cf2-ba87-baec4d58e8bd",153,155
"control","b20cedf5-b5dd-4082-af85-2f0b92b36933",137,94
"control","bb024f3d-c1ce-4899-96a9-1a3584018c1e",70,65
"test","80b896cd-ed3e-426e-a374-43de5ca46ff3",82,95
"test","ef0d8b21-6dff-458d-b795-b8b1d7aceb91",94,103
"control","7569adbe-4317-4af8-a8a0-3185bbcbc755",78,93
"test","15230783-8452-4ddf-a7da-82771dcd7a23",145,155
"test","3d8a3d6b-fd08-4b34-ad7e-173831503994",91,65
"control","fe98eff2-926a-4eb0-90ea-121dc9eca246",60,81
"control","d2707488-99ac-46f5-992f-9ed2d6fb9faa",59,95
"test","d644928a-575c-48fb-8dfa-bfdc7fd5014b",146,127
"test","c64397f2-ca08-4154-8b1a-34e6942ddc19",48,72
"test","6d53083c-7df8-4150-9380-941ae4feba46",140,146
"control","9f7e63eb-3585-46b6-ba8e-1cdf50fcb5f6",125,147
"test","9e4b983e-e225-4c1b-b34e-6827c58847dc",118,111
"test","d48a85f0-f9c5-40a0-8f0b-66a40157ab18",75,79
"test","8702ea70-2bcb-4536-86d9-664bdf85ba0f",90,89
"test","76efd458-bac1-460f-a1d1-e2c0d429a454",59,78
"test","fa0ced7e-15fc-47b8-b2b3-97f4fcfb875b",68,60
"control","495b0a7b-f8c7-433e-ae4f-6814e5f71a42",117,120
"test","45810f27-eb00-491f-895e-ac1d94ea842c",123,124
"control","49ab90ac-ffa4-4f23-9de9-bfec7f68bf58",NA,109
"test","95f5ed38-fa98-4e9c-b409-c4de14b254e5",139,137
"control","39c7f16c-a0b0-4a3b-97d0-a8802e9796ed",46,65
"test","401e5798-4e97-4659-a561-2bbb2231bb99",82,71
"test","01becda6-86e4-471f-9b27-3c578c322829",140,148
"test","4b9cd871-39db-4150-a842-2bda9ed3e875",144,139
"control","b7e33d3f-2258-4b7c-aa9e-21626adbbcc0",127,133
"test","1bac213a-c9ce-4468-ae1a-0db4df8ecc0e",136,137
"control","85adce6f-ece2-4893-8801-95ce8fbe8207",87,106
"control","422fedab-4ad1-41ac-a05f-cfbce8d982a9",112,120
"test","9d0516f7-5625-45d4-adea-adf19809b316",71,79
"test","0be652cc-67c8-4805-9179-bf609d7d367c",124,133
"test","90ee6908-a893-4389-9ba9-54c9c47cd2d1",83,116
"control","acdd711c-704b-4143-abfa-8c847623391a",113,115
"test","9cd2017e-be2c-4c89-ac4f-897448404bfa",106,109
"test","a973f9a9-4e59-45aa-be72-6a4c0a2bf40f",170,139
"control","740180eb-d359-4ef9-9896-2117e7520e7e",162,164
"control","7be62e2d-3e6e-42f0-9731-e3b91de5cd63",106,124
"test","db496722-bd71-46ad-93ba-1393f4e4bade",121,128
"control","2afb31b2-e327-4131-a0ad-f4f7de4f2df2",144,110
"control","7df5b85e-f9cc-4f6f-94cb-e09276dc47c5",88,91
"control","d1ad9bd1-aa00-44b6-827d-23c10b857fe7",150,128
"test","bc99c7f1-b319-440b-bf30-b28bcced38b4",98,95
"control","88a37812-c079-47c4-a63d-e434aee819d0",141,145
"control","d597bdf7-39bb-40b4-802f-99bdd7ade281",126,134
"control","b36fe3ac-2053-48c0-9eaa-f5ef5b23469d",130,137
"control","3623d1b4-e799-4829-a384-a7704ab2c4c7",123,145
"test","b1647140-977b-499e-bdd6-046bf88ffa5a",101,94
"control","f05f16cc-a6b5-4272-98b4-f285e8d1b560",145,119
"test","72324fa1-336d-4503-a0f0-3e88fe9f6647",85,69
"control","0f76955a-2561-4d5d-a347-fda9b48a93eb",148,149
"control","b15e02a1-7cb1-4b79-87fc-993af7fd92ac",157,137
"test","358eb975-d5a9-4406-9935-d51775af5beb",66,80
"test","246ed113-bd97-48ea-b287-2a437252b1b9",NA,110
"test","4d851e2d-d712-4cbb-a48d-f3d20803d99e",121,124
"control","44c84690-eb17-4a20-b4bf-0d3a248bdd6e",97,109
"test","9d552e3e-b910-4172-9ed2-d227c0047a4f",65,61
"test","b346cafe-31ba-4bdf-ba7f-54182c23c315",98,83
"test","063d838b-a250-49a7-ac35-dd36f534beda",43,61
"control","303060a1-f683-4382-b484-ea70b4995363",119,103
"control","99baa565-18df-448d-821b-27f2e80a39ea",135,136
"test","12bfde18-7f7f-4b8a-97ea-fda29956b071",78,72
"control","35fbbfaf-18fe-4674-8227-baf04f9fe1b6",143,153
"test","5909fcc3-265d-4cff-9cbb-496654bda9b6",153,135
"control","bfecc6a4-9cbd-4018-b06f-f686e16b8343",76,74
"control","1d00e17d-4c71-4d90-a9a0-910a53f80437",107,105
"control","21b2a15f-a858-43c5-a232-d764295f9dfb",106,99
"test","e2938658-c376-45a1-b98f-aa10ee630e07",109,103
"control","a3ad8903-444a-4bcc-8d56-5da16b46d873",90,106
"test","f965211d-1d6c-46fe-866f-55516564b826",134,154
"test","13daa466-5706-4735-adc4-726ad4fcf2e4",98,110
"control","f9f0578b-6d0a-4527-acbc-7800246e9ac9",146,145
"control","17eaa5f4-047c-4cf0-9669-b8fd2bcf5da4",145,146
"control","6c04f3ab-3bf0-4bb0-a9e9-5b4f477d7503",80,70
"control","660ed5e8-9951-4182-868a-3c0226596d41",84,87
"test","ee5d4c0a-3396-4b3a-b32d-edc508ba3620",159,146
"test","b5a16b5d-2dee-4950-803f-6a57f0e78edf",82,92
"test","847f8605-8805-40d1-8410-b706eb91573f",101,110
"test","a331cee5-2c71-4948-937e-8e1896ee96ff",116,97
"control","573a9458-8064-4b66-944c-034068ef2dde",48,64
"control","03578dc4-b2a1-47cd-9fd2-21f882f83ab1",89,103
"control","1a94b049-f81f-4c05-9838-0eb171c58248",63,71
"control","de5f3223-9868-4dd9-afec-e6025c35ce7a",97,108
"test","19579af3-d164-4ea4-a62e-bf7440278756",151,132
"control","1ebec5aa-bd5a-4631-9bdb-3fb5f95fc348",95,105
"test","0538950c-555c-4ed8-80ce-9539d4e1baf9",NA,82
"test","cd5c00c6-90ca-4e58-8c2b-9e3c68ec19bf",99,116
"control","d813c92d-d669-4478-a54c-569030f67f40",100,135
"test","88de4479-481d-41f3-b614-d3d2d47d6ca3",109,109
"control","b6a67962-b119-4d47-af54-0adf7867e47a",87,116
"control","fe59275d-4611-41f3-8c94-43b730b7407e",133,140
"test","a5301f5c-3434-408c-9679-4b1063c495c5",95,93
"test","c55b775a-f2a1-41ad-b4f8-2c45de52cf03",81,101
"control","df177e1d-f011-49ea-8a38-63e5467a188d",56,50
"control","98aadd1a-8e33-4ee2-ac52-80acaf7cf294",57,52
"control","902499ea-fc71-49c5-a173-67511d869a31",90,85
"control","40af0666-e686-4545-8995-22334c30ccaa",71,60
"test","9941c77d-6f88-4f09-8803-95e129387353",74,74
"test","da84ef06-7a57-44c2-93bf-d7d9a64ba8b8",106,112
"test","d7f93a2a-7276-4c45-a722-0eb0c50ebf81",81,93
"test","d7e7be59-3666-4299-a290-c2647a2558cf",89,94
"test","2f20bcd6-1a34-44e7-a1e9-8f37b4bb999f",94,112
"control","8c190bd6-cd25-40d1-b03a-f39abf7a6eba",83,90
"control","2e0cc291-ad32-40e0-8d68-727d8c19b251",116,115
"test","0988d5fb-bccd-4b63-ad7c-9dc7a80c0b24",104,104
"control","ff7365e9-b787-4c97-806e-e16364834a27",88,90
"test","472017a7-ccea-4514-a905-cabe85e89587",36,71
"control","fe2637ff-9bf6-48ae-bb98-e80b3d52babe",57,68
"control","513e4a6c-cf33-48b5-8674-587a3df36635",53,66
"control","3216a8b0-064f-4341-b487-486ecb004e38",149,137
"test","bdbf1464-5ca7-4527-8632-b322c7eba485",104,115
"control","93e0336f-ce43-49d4-afb4-987bb6a98860",51,58
"test","b636ec66-e9fb-4c15-8363-bd98d6557569",123,131
"control","ed76c563-2e8b-4a7b-a7c0-bb1c0dc29343",103,104
"control","c9f6ba68-bf06-4162-9fbb-4421b3093219",124,134
"test","be478e06-ddae-4eb8-a009-7fd136952940",98,123
"test","ad2d1c7b-6c35-462d-83ff-22c6b4f08a38",157,155
"control","c51f2630-72ed-4d2a-9fc3-6120151e8714",83,65
"control","dde0282d-60f5-4c0c-b9ed-27e58b240cc4",38,55
"test","75b71107-69c3-40c9-8a45-ac5108a67402",82,73
"test","97af3fbb-6b1c-41c9-997b-0c5544fab88b",NA,119
"test","e39cf248-1116-4698-851c-d84075229ad0",79,68
"control","3129b1f5-ee96-4ee6-ba57-fb7f99437013",104,111
"test","2e4db02b-d26b-4190-b311-5ded92507a32",85,43
"test","6f14c31c-f00d-41b5-86cd-2c3b34d94960",65,71
"test","8c9cdfd9-e8f8-49c7-9ba5-147ec65cb629",146,121
"control","0adc1ee8-c4ca-45b3-ab02-ca7dae3137bc",55,58
"control","d7ee48a7-a662-419f-9b7c-55517001ab0a",83,88
"control","18ba3ea2-3914-48df-9625-5c0bd9c956a6",61,61
"control","4bef1fad-84fe-4d45-b940-70d79454b903",95,107
"control","1c5f53b4-7195-43bf-a9e0-57e95c6fcf05",54,39
"test","245ec5e4-a41d-431a-a2f4-65ddcd035ba2",111,124
"test","20051a4a-cd88-420c-b56a-a9861d949639",60,67
"control","f3321f17-e07e-4826-accc-5b09c178fdaf",75,64
"control","26689f54-eb2f-4430-87f8-23576ad41a39",68,53
"control","1c20b64a-1791-41c7-ace0-24143782774d",72,66
"control","e064b374-7d6b-44cf-8738-672073f79137",89,80
"test","bb309e62-0de4-4807-9adb-6787b7355be0",132,167
"control","79171b14-d50e-42bc-a56f-c5d0027730d0",75,75
"test","90280285-3e77-4106-b735-67bea1269733",124,115
"control","b4c8d0f9-53a0-42cf-bc3c-dcc402bc7614",148,150
"control","6731017a-aef2-41e6-b3cf-afa082c2e2ad",137,133
"control","71d8ee2e-170f-46ed-ab2a-402f4152f3ab",138,133
"control","dd8827fa-e2bb-4e63-9652-ccd62b322674",160,136
"control","7bf26f08-edc2-48aa-989b-3f5a0edcac04",69,87
"control","7077f735-74f0-49b1-b3df-f5d2e98f2769",132,129
"test","75e1eb39-9ce3-4485-8898-11886bda03ee",79,46
"test","6cc8cb20-ad50-488c-95b2-524486b34401",89,108
"control","0563af7c-c2f6-463c-8bd9-80e6bd378057",61,64
"test","ca5b4856-3b5e-4911-8516-19b392e8c7b6",62,77
"test","31bf2120-4f4b-4ae9-b627-77935657c44a",84,93
"control","99b1f420-fb00-4fbf-990e-1790710f6535",87,58
"test","b5aa45ab-153f-439a-8524-01b2652935db",39,47
"control","40442add-98a9-4cd2-a377-ab42ad531997",80,79
"control","afebb9ce-d645-4edb-abc2-e36111e709cf",82,93
"test","d7d60ecb-6df0-4618-983a-7b16b1e29a82",57,47
"control","9f6ba819-cdad-4771-a45a-c1943a6ea362",122,129
"control","850095dc-ff9d-4389-8bfc-292bedc4a8f5",94,87
"test","1de70c70-dba2-4090-ac9e-6507dc0321f2",163,132
"control","900c6bcb-412a-40f1-a9b2-2a91f97c3c26",97,72
"test","fa1cdc86-ed21-4ec8-8386-fafda143df49",71,74
"control","71cc27d2-0c9f-41bc-8d33-075979cece56",125,122
"control","befc4e9e-78e1-4955-be26-c03fa39bb6b1",134,130
"control","97cb4b6a-6868-4801-8c18-58468e1586b7",78,58
"control","0bcb001b-8480-4d47-9f7d-a7e4a88f7d2e",111,126
"control","cd003cca-9dc7-4b85-9753-342a2dacada9",142,139
"control","85ee5f8d-15a5-4cb3-a96f-fd5fb04837b4",65,47
"control","0672fa51-6996-4b0d-919a-3f21c28ade27",133,114
"control","8ad59ba6-80ec-4f6b-a552-7a91077aab5c",124,134
"test","49699651-1871-42ef-bc44-5ef1fa8cbb38",58,54
"control","fdbff68d-329d-466d-9264-2557912f158a",82,86
"control","dc83592b-ad53-429e-98f3-f3a094fd9c41",28,42
"test","4d854e61-669b-4891-9fa1-544f46a606b3",128,141
"control","0d3febe4-421b-4e10-a876-4482d391f9e5",110,112
"control","887828d5-b59f-4bd2-8881-8d003c524411",149,128
"test","8948ba34-4795-4ff8-bfb1-22ee0db2220f",74,69
"test","0bfc360a-54c6-42eb-98e1-0e3a1bf889ea",86,91
"test","9ece14ae-2ea9-41b7-a8f7-689bc7f51c6e",119,116
"test","f2bfab87-032a-47bc-b634-84dc0322edde",135,148
"test","ec739d66-848a-4cb7-8e47-ea0008812d50",64,74
"control","48401a6d-7ac8-4269-80f4-eede3d54e6e6",118,128
"control","b7064437-8696-40bc-999b-520995086e18",111,115
"control","4f962aa1-bc58-458d-ac66-c7de3b212555",111,101
"control","cc002d51-577f-421b-b636-f0439b97661f",51,77
"test","be4babc4-00a0-4d04-bcad-71610bd2c61d",132,138
"test","2dc799a1-539c-4896-a808-281aee136a03",93,108
"control","1078a39d-0980-4cc5-ab12-2031109c63b5",120,109
"test","3b31a09b-af49-4950-a9b4-3936aa538b8a",131,153
"control","d03bcc45-bd43-471f-ba76-415730eec688",137,146
"test","e2483692-3ca8-4697-9041-75b9bead1102",146,159
"control","8ce7c79c-fa6a-4d94-9098-7ce7b1df222c",129,144
"test","1c7a06ce-95a6-44a9-a979-a19da4298b70",52,90
"test","36db4a87-e335-4447-8df9-846eff6df5a6",146,154
"test","7c6a32b2-bcb3-40cb-a5e1-861f9beb87b7",100,114
"control","876d1395-cc25-4d6b-a49b-2cb275d181a9",96,104
"test","41877209-0bd9-488c-a088-0773b599bd27",71,43
"control","9ee4e972-e964-4a56-ab31-c8fc1c24d2fe",113,114
"control","b4f4ea81-e652-4c20-bd66-a15dee005da5",97,61
"test","3e2d54db-3e8f-4946-ad69-bb1baa71cc21",134,141
"control","d8723e06-bc2b-4d94-aa95-dd085fb9aaeb",NA,101
"test","35fc938c-bd31-46e5-91a4-fb177a9325b5",82,93
"control","54fcd06b-49ea-45e1-a609-9f9be9ea8e1c",75,72
"test","ceb2d3d5-6092-450f-ae5c-f7ff7e920c72",74,42
"test","061b89d9-e60d-43a0-aabc-012978c4d62f",69,86
"control","45faacff-ab8f-473c-b291-f6f3ec2cda0e",149,135
"control","ce33a301-c5d8-401c-a441-7103a88ec558",116,127
"test","dda7261e-5335-4718-b009-f8aa93ec06cb",69,77
"test","22cc75e6-b5f5-4573-a01b-4a19b24df04d",48,87
"control","d7fbff22-9766-4811-b67c-4877a5cd7984",162,140
"test","31d6d23f-5db0-45b8-8b82-ec3cb53b42c3",112,127
"control","999e1f55-d003-4a58-ab8d-2ec0255264f7",129,150
"test","2d668042-70c9-4f18-b8b3-f2fab60dd329",157,133
"control","bdf93dc8-92dc-47e6-a6ee-28c2e66c7302",55,85
"control","5645f5f7-2a7a-4264-825b-1c39239cb4d0",132,139
"control","93085c92-aa32-41f7-89bd-1394ff2a4a42",142,140
"test","70947a16-9f9a-4798-bff8-ac825eb9fe03",153,155
"control","c41c823b-ea30-4437-ae78-a7d7a03a3f17",113,122
"test","3813673c-0495-4ba1-92c2-d22a85de6e9c",84,73
"test","e29d1652-1d04-4e7e-b8e6-bd1a42662596",129,126
"test","e373983b-6bbc-44c4-9f8b-574ed9002584",NA,99
"test","07f4e2e7-ad96-47aa-b288-11406ec8c070",117,124
"test","8374eb2a-c882-4eeb-b205-a1d6c0cc634e",81,55
"test","429d7cba-a4dc-49d2-bc6c-866a1d9f83bf",107,96
"test","7ba4401b-d005-400f-a8a8-6c27f6ba7445",121,120
"test","edd9aab4-2202-4d69-91c6-fc74dbc6d260",125,135
"test","c7018ddc-83ed-477e-b742-4b40029e8f20",134,109
"test","b4e28c06-6206-4ff9-a192-941bec267e13",130,131
"test","4f8ed0f6-5564-49cd-bdaa-655cc3fba72f",78,80
"control","8634cc28-ec5c-4a55-8d33-caeac6410996",133,126
"test","733411bb-9810-4ff1-8591-ec5bb5f48e04",138,158
"control","2c87afca-d8a5-4657-915d-db826a2c76b1",72,58
"test","c5808a4f-efc2-4479-8685-fb1c9a002c33",72,66
"test","46091de1-7fc9-4b75-94f4-569d54d8307d",85,106
"test","ff7e7b77-6dc5-46d7-93cc-fd87110ad826",70,56
"test","39bbf7c5-80d2-4ed3-9679-63bfa4061f99",137,147
"test","7dd09178-e12a-476c-aa76-78e7bf871d54",98,97
"control","2d2731e8-88c9-431f-a4e0-fa2cc8fbf009",62,54
"control","e084eb57-d922-473d-bf72-54cc70e994eb",96,95
"control","f586f1c3-3b5d-47f1-bb51-c1358d8f334c",69,77
"test","e8e6c292-bc28-45a7-a2ed-e42963d861be",69,75
"test","9a976127-4e34-48f3-80c5-7ef7c99f9e77",162,149
"control","fa930570-7f49-4386-99f0-f19891856207",151,148
"control","019f8109-ecc5-423d-ac24-7f912615f747",138,139
"control","bc526246-e8d9-48e6-a6aa-22fa69e4cf8e",154,137
"control","dc8fee80-58b2-4644-88e2-6cc208bd7d07",92,93
"test","9a8c20c9-fd55-476b-9ac9-51c2b4d321b9",62,61
"control","147b8b88-107c-4c20-9fba-10e6dbd80ba9",34,34
"control","0b42b2ee-6f4f-4ee2-92cd-c72a81f68dab",123,107
"control","85019221-6c36-44fe-833b-7d9b9857e537",80,72
"control","4b8c9500-0fcf-4659-86d2-d700bbeb1fa7",138,129
"test","d8d6bab4-4273-4f06-83d2-df001a0bf811",148,159
"test","156ec057-de64-4b83-a903-ecae4d4fe12c",122,127
"test","ba7dd6df-dc93-4cbf-8e74-515a3e641cca",103,123
"control","80257559-09de-4195-8695-badda95c9e1a",115,112
"test","ecb8dfc1-a013-43a1-9f7f-6cfb897400a4",124,138
"test","4f3df921-91b8-4018-8d53-c3fd61ee4b91",173,170
"control","4453a5fd-0981-49ce-8437-78395c145687",113,135
"control","7d59f9b7-d2fa-418e-82a5-5012e1dbe95c",138,148
"control","622a00ab-d319-4100-9f0f-556a90177051",74,71
"control","17761172-4a8a-4c14-923c-c74386298154",92,82
"test","b85551df-9b63-45a7-90d1-734d0bccc6e6",105,111
"control","3eaeac80-bcc5-4a30-a449-fcc7554ee94e",54,55
"control","d2b8c354-7a21-436a-a77d-cebb2ccd9deb",104,89
"control","fe33388b-fbb8-48d1-9ecc-ecb849c6e4ee",78,72
"test","305dcb5b-eb56-4fce-ad5e-c42cb1a76d12",114,104
"test","5fe0b0da-9afe-4fea-959b-2bde9fa4ea3f",144,154
"test","01064d8e-7bbf-4741-9895-2a401f437587",72,76
"test","3554b6a5-3768-4a00-ada0-a722e0462bcc",61,79
"test","fef74c02-9cb9-4d98-ad8a-584e1b45f374",144,133
"control","02201157-227b-4d79-895b-c7a81ab184ea",153,161
"test","26ea893b-fd51-48e0-b854-9242c94006cc",154,142
"control","61fdb4ea-8d99-4e45-bdc5-99bfa3200648",117,57
"test","f5a8f3db-241b-41fe-9543-e8f0a4e1e1fd",79,78
"control","e594b43a-adf1-48c8-976a-b2ace5fafc10",113,117
"control","4f2ae7ed-7ade-4f2e-9822-e96e0623f6a8",155,152
"control","2e14e886-8314-4419-a5e8-676979071bbd",129,138
"control","8af92f3d-73c8-4863-935b-22356b5ed4d0",80,82
"test","d5ca671f-1e6a-4318-a2c9-7832f3ec3a6e",50,60
"test","9f757523-2376-4783-95e0-97d7cb702fff",56,67
"control","b8ecd150-dd8e-4870-91f1-a9df794c7a84",76,93
"test","a21a637f-aa37-4144-985a-9e654ed4b3bd",138,143
"control","7a4cb20d-afcb-4b11-b9d7-70c4ef9e8a4d",74,67
"control","f711c0b9-f86a-411e-bc75-cea97272f28f",97,125
"test","b1014aca-f75d-4d27-88e8-29d516c62470",68,88
"test","1f84f73a-72e8-4995-9856-3f088fe4a5e8",44,57
"test","08f4396d-c9e8-4ca1-81c4-d0950f8ac2ef",118,125
"test","1425170d-2445-4069-a7c0-490aa352a02d",100,99
"control","b82a41c1-9fc0-4f69-84d5-3a34177e1553",129,121
"control","1499aa91-e95a-4291-8aed-140f4e0af0e8",86,79
"control","3b5dceaa-6648-416b-9acc-da2ef4e98b9d",151,142
"test","83028b92-28e1-4877-b91f-4cf6a37ca663",119,122
"test","bd8f9cd1-0770-4e8c-904e-6d510b6715d1",65,56
"test","4b1244a7-4a32-42b2-83a6-7adac37d0283",52,56
"control","2aff63e0-f6b2-46ce-8ee4-feb3fe2fa1bc",99,121
"test","01989bb8-bdd8-4a0a-8e1c-5f0f174cf259",91,99
"control","339ab784-a7f9-4716-a509-1ff45bc71d09",90,119
"control","2f8e5cc7-0b57-4f12-aa5a-02294b7852e3",132,130
"control","0e295a26-d7da-42c2-b099-733acda0f65b",70,75
"control","bcdb6269-be3c-46a7-8636-61c4545cd0f9",141,139
"test","ec9d7f3d-8dff-41e3-b40c-49c1f7b02e34",112,115
"test","c4ad773e-1750-4005-bdc0-654680d8863d",69,86
"control","6fa4ceb5-5248-4b8a-868e-ab0a5feb8593",87,96
"control","ecfcb9a1-5344-407c-b87f-bd1d6f04841f",124,142
"test","ef8d42d6-cd40-4e51-bda2-0871d8fec68e",91,109
"test","a570b72b-202a-4a18-9efc-c5a2dc107d71",139,146
"control","57b00cac-7adf-403f-82a7-baec26c50c55",105,109
"test","167eb06f-a82f-471b-b372-568346cd09b2",62,53
"test","615c41af-f4b7-4709-ad4d-5db7740f1337",125,132
"test","a01beb18-04ad-422b-a4a0-f0d4ce18448d",138,121
"test","1c8ba21d-0352-47bc-af57-6326e79ecd67",81,86
"control","1179f47b-94a5-498e-8c96-d687b86478f6",55,59
"control","c5c38f7c-a94b-410b-a44f-c2631aecb402",45,45
"test","8d7cd7fd-93fc-4817-bb55-f1f2396139ea",142,147
"control","2610d723-ef4e-4a82-a8b6-ebe079beab07",81,90
"control","e5aa1316-aac0-4191-9718-12339ad048f9",121,125
"control","1239a91f-7cd2-4c74-827d-2d713c8828fb",63,66
"control","1dd573c0-d55d-48bc-9942-2274452e1763",70,92
"test","9fa095fe-c313-4b4f-bce5-8917e43557ba",157,147
"control","48b8a146-b4b1-4924-913e-9d28d1fe72e3",148,103
"test","6b209c13-03e4-4aaf-b697-0dfd3653ec24",154,145
"test","778e15ba-1cb4-4322-bbb7-dc69ed35cef1",142,141
"control","6b08f4bb-9c6b-4065-901c-73e3f97e113e",NA,132
"test","1d8f9eeb-c519-419b-86d7-8bd0029637bd",85,79
"control","bb8a069e-9f10-4ac5-818b-a56a54b9b790",89,82
"test","586049a7-a42c-450e-ab9d-abe71a6ae9ce",125,142
"test","e22ddabb-eb9a-4ab4-9c26-975a1cc0f365",111,95
"control","7fd4f358-055c-42e0-97fe-019d13bceca6",75,64
"test","d6b0e0bf-e0ab-497c-9433-25f040ce78d3",85,90
"control","a901de9c-4db7-4a76-a9f2-bc02f4e6d628",127,120
"control","2da79452-3a6d-4e36-abcf-b374d7554c20",106,90
"control","9fb644de-897b-4ed9-bd29-2dc844c569a6",87,115
"control","b95755c9-cb05-49f1-821f-79120733eeb3",58,69
"control","6c61a6aa-c1bb-4107-8061-96356b5329ea",133,135
"test","05896e7b-e77e-46a7-a425-0d47e77a36b7",83,67
"control","70c8574b-6276-4c68-893b-7e5f445049b2",139,121
"test","4c0c52d4-0643-4778-9336-5c20a3840717",124,121
"test","7aa8a444-2806-4974-b1a6-be62e18689de",70,69
"test","a27ccaeb-113c-4f80-a47f-e8ea7d7f21c6",123,155
